NAME,Age,Minority,Output,Population
Kentucky,Age 21 to 24 years,Other,Margin of Error,1111
Kentucky,Age 25 to 34 years,Total persons,Estimate,566830
Kentucky,Age 25 to 34 years,Total persons,Margin of Error,1438
Kentucky,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,472770
Kentucky,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,284
Kentucky,Age 25 to 34 years,Other,Estimate,94055
Kentucky,Age 25 to 34 years,Other,Margin of Error,1402
Kentucky,Age 35 to 44 years,Total persons,Estimate,560760
Kentucky,Age 35 to 44 years,Total persons,Margin of Error,956
Kentucky,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,476795
Kentucky,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,229
Kentucky,Age 35 to 44 years,Other,Estimate,83965
Kentucky,Age 35 to 44 years,Other,Margin of Error,938
Kentucky,Age 45 to 59 years,Total persons,Estimate,917715
Kentucky,Age 45 to 59 years,Total persons,Margin of Error,2324
Kentucky,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,812740
Kentucky,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2364
Kentucky,Age 45 to 59 years,Other,Estimate,104975
Kentucky,Age 45 to 59 years,Other,Margin of Error,1316
Kentucky,Age 60 to 64 years,Total persons,Estimate,271770
Kentucky,Age 60 to 64 years,Total persons,Margin of Error,2321
Kentucky,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,245640
Kentucky,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2351
Kentucky,Age 60 to 64 years,Other,Estimate,26130
Kentucky,Age 60 to 64 years,Other,Margin of Error,813
Kentucky,Age 65 to 74 years,Total persons,Estimate,384690
Kentucky,Age 65 to 74 years,Total persons,Margin of Error,538
Kentucky,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,355360
Kentucky,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,48
Kentucky,Age 65 to 74 years,Other,Estimate,29335
Kentucky,Age 65 to 74 years,Other,Margin of Error,542
Kentucky,Age 75 years and over,Total persons,Estimate,268310
Kentucky,Age 75 years and over,Total persons,Margin of Error,507
Kentucky,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,250210
Kentucky,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,112
Kentucky,Age 75 years and over,Other,Estimate,18100
Kentucky,Age 75 years and over,Other,Margin of Error,515
Louisiana,"Total, all ages",Total persons,Estimate,4645670
Louisiana,"Total, all ages","White alone, not Hispanic/Latino",Estimate,2754645
Louisiana,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,727
Louisiana,"Total, all ages",Other,Estimate,1891025
Louisiana,"Total, all ages",Other,Margin of Error,727
Louisiana,Age 0 to 16 years,Total persons,Estimate,990755
Louisiana,Age 0 to 16 years,Total persons,Margin of Error,1625
Louisiana,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,510310
Louisiana,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1101
Louisiana,Age 0 to 16 years,Other,Estimate,480450
Louisiana,Age 0 to 16 years,Other,Margin of Error,1215
Louisiana,Age 16 and 17 years,Total persons,Estimate,123265
Louisiana,Age 16 and 17 years,Total persons,Margin of Error,1581
Louisiana,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,65360
Louisiana,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1009
Louisiana,Age 16 and 17 years,Other,Estimate,57905
Louisiana,Age 16 and 17 years,Other,Margin of Error,1070
Louisiana,Age 18 to 20 years,Total persons,Estimate,194350
Louisiana,Age 18 to 20 years,Total persons,Margin of Error,2602
Louisiana,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,99800
Louisiana,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1607
Louisiana,Age 18 to 20 years,Other,Estimate,94545
Louisiana,Age 18 to 20 years,Other,Margin of Error,1926
Louisiana,Age 21 to 24 years,Total persons,Estimate,271320
Louisiana,Age 21 to 24 years,Total persons,Margin of Error,2672
Louisiana,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,141905
Louisiana,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1630
Louisiana,Age 21 to 24 years,Other,Estimate,129415
Louisiana,Age 21 to 24 years,Other,Margin of Error,2007
Louisiana,Age 25 to 34 years,Total persons,Estimate,666210
Louisiana,Age 25 to 34 years,Total persons,Margin of Error,1349
Louisiana,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,377455
Louisiana,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,282
Louisiana,Age 25 to 34 years,Other,Estimate,288755
Louisiana,Age 25 to 34 years,Other,Margin of Error,1314
Louisiana,Age 35 to 44 years,Total persons,Estimate,569305
Louisiana,Age 35 to 44 years,Total persons,Margin of Error,1130
Louisiana,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,335375
Louisiana,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,231
Louisiana,Age 35 to 44 years,Other,Estimate,233930
Louisiana,Age 35 to 44 years,Other,Margin of Error,1164
Louisiana,Age 45 to 59 years,Total persons,Estimate,923430
Louisiana,Age 45 to 59 years,Total persons,Margin of Error,3158
Louisiana,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,587720
Louisiana,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2208
Louisiana,Age 45 to 59 years,Other,Estimate,335710
Louisiana,Age 45 to 59 years,Other,Margin of Error,2259
Louisiana,Age 60 to 64 years,Total persons,Estimate,273305
Louisiana,Age 60 to 64 years,Total persons,Margin of Error,2876
Louisiana,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,180605
Louisiana,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2203
Louisiana,Age 60 to 64 years,Other,Estimate,92705
Louisiana,Age 60 to 64 years,Other,Margin of Error,1776
Louisiana,Age 65 to 74 years,Total persons,Estimate,371900
Louisiana,Age 65 to 74 years,Total persons,Margin of Error,597
Louisiana,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,262130
Louisiana,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,116
Louisiana,Age 65 to 74 years,Other,Estimate,109770
Louisiana,Age 65 to 74 years,Other,Margin of Error,628
Louisiana,Age 75 years and over,Total persons,Estimate,261825
Louisiana,Age 75 years and over,Total persons,Margin of Error,506
Louisiana,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,193980
Louisiana,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,108
Louisiana,Age 75 years and over,Other,Estimate,67845
Louisiana,Age 75 years and over,Other,Margin of Error,528
Maine,"Total, all ages",Total persons,Estimate,1329925
Maine,"Total, all ages","White alone, not Hispanic/Latino",Estimate,1246605
Maine,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,414
Maine,"Total, all ages",Other,Estimate,83315
Maine,"Total, all ages",Other,Margin of Error,413
Maine,Age 0 to 16 years,Total persons,Estimate,228235
Maine,Age 0 to 16 years,Total persons,Margin of Error,635
Maine,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,202720
Maine,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,601
Maine,Age 0 to 16 years,Other,Estimate,25515
Maine,Age 0 to 16 years,Other,Margin of Error,403
Maine,Age 16 and 17 years,Total persons,Estimate,31265
Maine,Age 16 and 17 years,Total persons,Margin of Error,611
Maine,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,28260
Maine,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,586
Maine,Age 16 and 17 years,Other,Estimate,3005
Maine,Age 16 and 17 years,Other,Margin of Error,250
Maine,Age 18 to 20 years,Total persons,Estimate,52055
Maine,Age 18 to 20 years,Total persons,Margin of Error,883
Maine,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,46440
Maine,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,797
Maine,Age 18 to 20 years,Other,Estimate,5615
Maine,Age 18 to 20 years,Other,Margin of Error,361
Maine,Age 21 to 24 years,Total persons,Estimate,61300
Maine,Age 21 to 24 years,Total persons,Margin of Error,916
Maine,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,55240
Maine,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,790
Maine,Age 21 to 24 years,Other,Estimate,6060
Maine,Age 21 to 24 years,Other,Margin of Error,492
Maine,Age 25 to 34 years,Total persons,Estimate,152645
Maine,Age 25 to 34 years,Total persons,Margin of Error,523
Maine,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,140990
Maine,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,163
Maine,Age 25 to 34 years,Other,Estimate,11655
Maine,Age 25 to 34 years,Other,Margin of Error,513
Maine,Age 35 to 44 years,Total persons,Estimate,155610
Maine,Age 35 to 44 years,Total persons,Margin of Error,440
Maine,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,145490
Maine,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,81
Maine,Age 35 to 44 years,Other,Estimate,10120
Maine,Age 35 to 44 years,Other,Margin of Error,449
Maine,Age 45 to 59 years,Total persons,Estimate,309365
Maine,Age 45 to 59 years,Total persons,Margin of Error,1139
Maine,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,296515
Maine,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1020
Maine,Age 45 to 59 years,Other,Estimate,12855
Maine,Age 45 to 59 years,Other,Margin of Error,495
Maine,Age 60 to 64 years,Total persons,Estimate,97195
Maine,Age 60 to 64 years,Total persons,Margin of Error,1045
Maine,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,93965
Maine,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1039
Maine,Age 60 to 64 years,Other,Estimate,3230
Maine,Age 60 to 64 years,Other,Margin of Error,338
Maine,Age 65 to 74 years,Total persons,Estimate,139480
Maine,Age 65 to 74 years,Total persons,Margin of Error,223
Maine,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,136055
Maine,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,29
Maine,Age 65 to 74 years,Other,Estimate,3425
Maine,Age 65 to 74 years,Other,Margin of Error,222
Maine,Age 75 years and over,Total persons,Estimate,102775
Maine,Age 75 years and over,Total persons,Margin of Error,202
Maine,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,100935
Maine,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,66
Maine,Age 75 years and over,Other,Estimate,1840
Maine,Age 75 years and over,Other,Margin of Error,230
Maryland,"Total, all ages",Total persons,Estimate,5959900
Maryland,"Total, all ages","White alone, not Hispanic/Latino",Estimate,3128390
Maryland,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1068
Maryland,"Total, all ages",Other,Estimate,2831510
Maryland,"Total, all ages",Other,Margin of Error,1067
Maryland,Age 0 to 16 years,Total persons,Estimate,1195000
Maryland,Age 0 to 16 years,Total persons,Margin of Error,1667
Maryland,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,519705
Maryland,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1025
Maryland,Age 0 to 16 years,Other,Estimate,675300
Maryland,Age 0 to 16 years,Other,Margin of Error,1424
Maryland,Age 16 and 17 years,Total persons,Estimate,152810
Maryland,Age 16 and 17 years,Total persons,Margin of Error,1672
Maryland,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,72235
Maryland,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,891
Maryland,Age 16 and 17 years,Other,Estimate,80575
Maryland,Age 16 and 17 years,Other,Margin of Error,1359
Maryland,Age 18 to 20 years,Total persons,Estimate,239485
Maryland,Age 18 to 20 years,Total persons,Margin of Error,1804
Maryland,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,113680
Maryland,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1232
Maryland,Age 18 to 20 years,Other,Estimate,125805
Maryland,Age 18 to 20 years,Other,Margin of Error,1533
Maryland,Age 21 to 24 years,Total persons,Estimate,319970
Maryland,Age 21 to 24 years,Total persons,Margin of Error,1849
Maryland,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,151040
Maryland,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1228
Maryland,Age 21 to 24 years,Other,Estimate,168930
Maryland,Age 21 to 24 years,Other,Margin of Error,1518
Maryland,Age 25 to 34 years,Total persons,Estimate,820590
Maryland,Age 25 to 34 years,Total persons,Margin of Error,864
Maryland,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,392725
Maryland,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,279
Maryland,Age 25 to 34 years,Other,Estimate,427865
Maryland,Age 25 to 34 years,Other,Margin of Error,877
Maryland,Age 35 to 44 years,Total persons,Estimate,768455
Maryland,Age 35 to 44 years,Total persons,Margin of Error,705
Maryland,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,363130
Maryland,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,257
Maryland,Age 35 to 44 years,Other,Estimate,405325
Maryland,Age 35 to 44 years,Other,Margin of Error,738
Maryland,Age 45 to 59 years,Total persons,Estimate,1288465
Maryland,Age 45 to 59 years,Total persons,Margin of Error,3268
Maryland,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,735000
Maryland,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2161
Maryland,Age 45 to 59 years,Other,Estimate,553465
Maryland,Age 45 to 59 years,Other,Margin of Error,2193
Maryland,Age 60 to 64 years,Total persons,Estimate,355075
Maryland,Age 60 to 64 years,Total persons,Margin of Error,3166
Maryland,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,221020
Maryland,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2181
Maryland,Age 60 to 64 years,Other,Estimate,134055
Maryland,Age 60 to 64 years,Other,Margin of Error,2068
Maryland,Age 65 to 74 years,Total persons,Estimate,475900
Maryland,Age 65 to 74 years,Total persons,Margin of Error,370
Maryland,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,313050
Maryland,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,226
Maryland,Age 65 to 74 years,Other,Estimate,162850
Maryland,Age 65 to 74 years,Other,Margin of Error,436
Maryland,Age 75 years and over,Total persons,Estimate,344150
Maryland,Age 75 years and over,Total persons,Margin of Error,325
Maryland,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,246810
Maryland,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,110
Maryland,Age 75 years and over,Other,Estimate,97340
Maryland,Age 75 years and over,Other,Margin of Error,338
Massachusetts,"Total, all ages",Total persons,Estimate,6742145
Massachusetts,"Total, all ages","White alone, not Hispanic/Latino",Estimate,4970010
Massachusetts,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,2232
Massachusetts,"Total, all ages",Other,Estimate,1772130
Massachusetts,"Total, all ages",Other,Margin of Error,2233
Massachusetts,Age 0 to 16 years,Total persons,Estimate,1219910
Massachusetts,Age 0 to 16 years,Total persons,Margin of Error,1478
Massachusetts,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,772600
Massachusetts,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1429
Massachusetts,Age 0 to 16 years,Other,Estimate,447310
Massachusetts,Age 0 to 16 years,Other,Margin of Error,1343
Massachusetts,Age 16 and 17 years,Total persons,Estimate,170645
Massachusetts,Age 16 and 17 years,Total persons,Margin of Error,1434
Massachusetts,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,115900
Massachusetts,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1183
Massachusetts,Age 16 and 17 years,Other,Estimate,54740
Massachusetts,Age 16 and 17 years,Other,Margin of Error,860
Massachusetts,Age 18 to 20 years,Total persons,Estimate,315195
Massachusetts,Age 18 to 20 years,Total persons,Margin of Error,2273
Massachusetts,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,209420
Massachusetts,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1981
Massachusetts,Age 18 to 20 years,Other,Estimate,105775
Massachusetts,Age 18 to 20 years,Other,Margin of Error,1349
Massachusetts,Age 21 to 24 years,Total persons,Estimate,386395
Massachusetts,Age 21 to 24 years,Total persons,Margin of Error,2367
Massachusetts,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,258220
Massachusetts,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2029
Massachusetts,Age 21 to 24 years,Other,Estimate,128175
Massachusetts,Age 21 to 24 years,Other,Margin of Error,1401
Massachusetts,Age 25 to 34 years,Total persons,Estimate,926100
Massachusetts,Age 25 to 34 years,Total persons,Margin of Error,650
Massachusetts,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,622585
Massachusetts,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,675
Massachusetts,Age 25 to 34 years,Other,Estimate,303515
Massachusetts,Age 25 to 34 years,Other,Margin of Error,897
Massachusetts,Age 35 to 44 years,Total persons,Estimate,838510
Massachusetts,Age 35 to 44 years,Total persons,Margin of Error,563
Massachusetts,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,584470
Massachusetts,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,613
Massachusetts,Age 35 to 44 years,Other,Estimate,254040
Massachusetts,Age 35 to 44 years,Other,Margin of Error,888
Massachusetts,Age 45 to 59 years,Total persons,Estimate,1457245
Massachusetts,Age 45 to 59 years,Total persons,Margin of Error,3302
Massachusetts,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,1164625
Massachusetts,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,3222
Massachusetts,Age 45 to 59 years,Other,Estimate,292620
